indicator_code,indicator_name,year,age_group,sex,indicator_value
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1975,10-19 years,Both sexes,0.7
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,10-19 years,Both sexes,0.7
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1982,10-19 years,Both sexes,1
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1984,10-19 years,Both sexes,1.2
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1991,10-19 years,Both sexes,2
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1993,10-19 years,Both sexes,2.3
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2000,10-19 years,Both sexes,3.5
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2002,10-19 years,Both sexes,3.9
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2007,10-19 years,Both sexes,5.2
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2009,10-19 years,Both sexes,5.7
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2011,10-19 years,Both sexes,6.4
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2016,10-19 years,Both sexes,8.1
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1975,5-19  years,Female,1
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,5-19  years,Female,1.1
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1982,5-19  years,Female,1.6
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1984,5-19  years,Female,1.8
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1975,5-9 years,Female,0.9
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,5-9 years,Female,1
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1982,5-9 years,Female,1.4
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1984,5-9 years,Female,1.7
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1991,5-9 years,Female,2.8
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1993,5-9 years,Female,3.2
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2000,5-9 years,Female,4.8
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2002,5-9 years,Female,5.4
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2007,5-9 years,Female,6.9
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2009,5-9 years,Female,7.6
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1975,10-19 years,Female,1.1
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,10-19 years,Female,1.2
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1982,10-19 years,Female,1.7
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1984,10-19 years,Female,1.9
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1991,10-19 years,Female,3.2
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1993,10-19 years,Female,3.6
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2000,10-19 years,Female,5.2
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2002,10-19 years,Female,5.7
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2007,10-19 years,Female,7.2
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2009,10-19 years,Female,7.9
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2016,10-19 years,Female,10.4
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1975,5-19  years,Male,0.3
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,5-19  years,Male,0.3
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1982,5-19  years,Male,0.5
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1984,5-19  years,Male,0.5
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1991,5-19  years,Male,1
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1993,5-19  years,Male,1.2
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2000,5-19  years,Male,2.1
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2002,5-19  years,Male,2.4
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2007,5-19  years,Male,3.5
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2009,5-19  years,Male,4.1
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1975,5-9 years,Male,0.3
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,5-9 years,Male,0.4
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1982,5-9 years,Male,0.5
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1984,5-9 years,Male,0.6
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2002,5-9 years,Male,2.7
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2007,5-9 years,Male,4.1
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2009,5-9 years,Male,4.7
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2016,5-9 years,Male,7.7
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1975,10-19 years,Male,0.3
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,10-19 years,Male,0.3
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1982,10-19 years,Male,0.4
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1984,10-19 years,Male,0.5
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1991,10-19 years,Male,0.9
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1993,10-19 years,Male,1.1
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2000,10-19 years,Male,1.9
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2002,10-19 years,Male,2.2
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2007,10-19 years,Male,3.2
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2009,10-19 years,Male,3.7
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2016,10-19 years,Male,6
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2007,5-19  years,Both sexes,5.3
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2009,5-19  years,Both sexes,5.9
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2011,5-19  years,Both sexes,6.6
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2016,5-19  years,Both sexes,8.4
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1991,5-19  years,Female,3
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1993,5-19  years,Female,3.5
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2000,5-19  years,Female,5.1
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2002,5-19  years,Female,5.6
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2007,5-19  years,Female,7.1
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2009,5-19  years,Female,7.8
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2011,5-19  years,Female,8.5
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2016,5-19  years,Female,10.3
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2016,5-9 years,Female,10.2
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2016,5-19  years,Male,6.7
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1978,5-19  years,Both sexes,0
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1980,5-19  years,Both sexes,0
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1987,5-19  years,Both sexes,0.1
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1989,5-19  years,Both sexes,0.1
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1996,5-19  years,Both sexes,0.3
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1998,5-19  years,Both sexes,0.4
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2003,5-19  years,Both sexes,0.6
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2005,5-19  years,Both sexes,0.7
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2012,5-19  years,Both sexes,1.4
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2014,5-19  years,Both sexes,1.6
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1978,5-9 years,Both sexes,0.1
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1980,5-9 years,Both sexes,0.1
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1987,5-9 years,Both sexes,0.1
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1989,5-9 years,Both sexes,0.2
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1996,5-9 years,Both sexes,0.4
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1998,5-9 years,Both sexes,0.5
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2003,5-9 years,Both sexes,0.8
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2005,5-9 years,Both sexes,1
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2012,5-9 years,Both sexes,1.9
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2014,5-9 years,Both sexes,2.2
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1978,10-19 years,Both sexes,0
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1980,10-19 years,Both sexes,0
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1987,10-19 years,Both sexes,0.1
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1989,10-19 years,Both sexes,0.1
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1996,10-19 years,Both sexes,0.2
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1982,18+  years,Female,12.6
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1996,18+  years,Female,19.4
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1997,18+  years,Female,19.9
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1998,18+  years,Female,20.4
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1999,18+  years,Female,20.9
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2013,18+  years,Female,30.3
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2014,18+  years,Female,31.1
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2015,18+  years,Female,31.8
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2016,18+  years,Female,32.6
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1979,18+  years,Male,6.7
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1980,18+  years,Male,6.9
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1981,18+  years,Male,7.1
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1982,18+  years,Male,7.3
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1996,18+  years,Male,11.1
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1997,18+  years,Male,11.4
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1998,18+  years,Male,11.7
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1999,18+  years,Male,12
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2013,18+  years,Male,18
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2014,18+  years,Male,18.6
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2015,18+  years,Male,19.1
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2016,18+  years,Male,19.7
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1987,5-19  years,Both sexes,16.57412
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1988,5-19  years,Both sexes,16.62229
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1989,5-19  years,Both sexes,16.67279
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1990,5-19  years,Both sexes,16.72444
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2004,5-19  years,Both sexes,17.33799
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2005,5-19  years,Both sexes,17.37178
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2006,5-19  years,Both sexes,17.40422
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2007,5-19  years,Both sexes,17.4362
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1987,5-9 years,Both sexes,14.50803
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1988,5-9 years,Both sexes,14.54861
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1989,5-9 years,Both sexes,14.58984
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1990,5-9 years,Both sexes,14.63119
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2004,5-9 years,Both sexes,15.19268
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2005,5-9 years,Both sexes,15.23533
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2006,5-9 years,Both sexes,15.277
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2007,5-9 years,Both sexes,15.31836
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1987,10-19 years,Both sexes,17.93831
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1988,10-19 years,Both sexes,17.98005
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1989,10-19 years,Both sexes,18.02354
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1990,10-19 years,Both sexes,18.0679
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2004,10-19 years,Both sexes,18.67216
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2005,10-19 years,Both sexes,18.71158
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2006,10-19 years,Both sexes,18.74914
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2007,10-19 years,Both sexes,18.7857
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1987,5-19  years,Female,17.02048
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1988,5-19  years,Female,17.07332
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1989,5-19  years,Female,17.12799
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1990,5-19  years,Female,17.18382
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2004,5-19  years,Female,17.74788
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2005,5-19  years,Female,17.76652
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2006,5-19  years,Female,17.78204
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2007,5-19  years,Female,17.79584
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1987,5-9 years,Female,14.58187
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1988,5-9 years,Female,14.62623
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1989,5-9 years,Female,14.67054
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1990,5-9 years,Female,14.71478
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2004,5-9 years,Female,15.22087
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2005,5-9 years,Female,15.24955
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2006,5-9 years,Female,15.2755
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2007,5-9 years,Female,15.29989
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1987,10-19 years,Female,18.62866
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1988,10-19 years,Female,18.67421
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1989,10-19 years,Female,18.7209
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1990,10-19 years,Female,18.76838
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2004,10-19 years,Female,19.32211
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2005,10-19 years,Female,19.34758
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2006,10-19 years,Female,19.36936
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2007,10-19 years,Female,19.38881
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1987,5-19  years,Male,16.14304
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1988,5-19  years,Male,16.18712
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1989,5-19  years,Male,16.23397
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1990,5-19  years,Male,16.2819
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2004,5-19  years,Male,16.94544
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2005,5-19  years,Male,16.99397
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2006,5-19  years,Male,17.04284
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2007,5-19  years,Male,17.09245
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1987,5-9 years,Male,14.43682
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1988,5-9 years,Male,14.4738
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1989,5-9 years,Male,14.51209
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1990,5-9 years,Male,14.55068
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2004,5-9 years,Male,15.16561
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2005,5-9 years,Male,15.22169
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2006,5-9 years,Male,15.27844
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2007,5-9 years,Male,15.33606
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1987,10-19 years,Male,17.27093
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1988,10-19 years,Male,17.30985
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1989,10-19 years,Male,17.35106
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1990,10-19 years,Male,17.39307
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2004,10-19 years,Male,18.0505
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2005,10-19 years,Male,18.10362
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2006,10-19 years,Male,18.15665
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),2007,10-19 years,Male,18.20993
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1978,5-19  years,Both sexes,0.8
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1979,5-19  years,Both sexes,0.8
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1980,5-19  years,Both sexes,0.9
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1981,5-19  years,Both sexes,0.9
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1995,5-19  years,Both sexes,2.6
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1996,5-19  years,Both sexes,2.8
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1997,5-19  years,Both sexes,3
