indicator_code,indicator_name,year,age_group,sex,cause_code,cause_name,indicator_value
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,1999,,,,,100000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2000,,,,,110000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2001,,,,,120000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2002,,,,,130000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2003,,,,,140000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2004,,,,,140000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2005,,,,,150000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2006,,,,,160000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2007,,,,,160000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2008,,,,,160000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2009,,,,,160000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2010,,,,,170000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2011,,,,,170000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2012,,,,,160000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2013,,,,,160000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2014,,,,,160000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2015,,,,,150000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2016,,,,,150000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2017,,,,,150000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2018,,,,,150000
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2019,,,,,150000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,1990,,,,,24000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,1991,,,,,30000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,1992,,,,,37000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,1993,,,,,44000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,1994,,,,,52000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,1995,,,,,59000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,1996,,,,,66000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,1997,,,,,71000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,1998,,,,,77000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,1999,,,,,81000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2000,,,,,84000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2001,,,,,86000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2002,,,,,87000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2003,,,,,87000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2004,,,,,87000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2005,,,,,88000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2006,,,,,88000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2007,,,,,89000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2008,,,,,90000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2009,,,,,91000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2010,,,,,92000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2011,,,,,92000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2012,,,,,93000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2013,,,,,94000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2014,,,,,96000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2015,,,,,98000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2016,,,,,98000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2017,,,,,98000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2018,,,,,99000
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission based on WHO methods,2019,,,,,99000
NUTRITION_579,Exclusive breastfeeding under 6 months (%),2007,,Both sexes,,,11.7
NUTRITION_579,Exclusive breastfeeding under 6 months (%),1999,,Both sexes,,,15.4
NUTRITION_579,Exclusive breastfeeding under 6 months (%),2003,,Both sexes,,,17.2
NUTRITION_579,Exclusive breastfeeding under 6 months (%),1990,,Both sexes,,,1
NUTRITION_579,Exclusive breastfeeding under 6 months (%),2008,,Both sexes,,,13.1
NUTRITION_570,Early initiation of breastfeeding (%),2003,,,,,30.6
NUTRITION_570,Early initiation of breastfeeding (%),2007,,,,,29.90457
NUTRITION_570,Early initiation of breastfeeding (%),2008,,,,,37.03097
NUTRITION_570,Early initiation of breastfeeding (%),2011,,,,,22.91334
NUTRITION_570,Early initiation of breastfeeding (%),2013,,,,,33.17547
NUTRITION_570,Early initiation of breastfeeding (%),2017,,,,,32.8366
NUTRITION_2005,Proportion of children aged 6-23 months who receive a minimum acceptable diet,2013,,,,,10.2
NUTRITION_2005,Proportion of children aged 6-23 months who receive a minimum acceptable diet,2017,,,,,15.5
EQ_WATERPIPED,Households using a piped drinking-water source (%),2008,,,,,0.19838
EQ_WATERPIPED,Households using a piped drinking-water source (%),2008,,,,,0.19948
EQ_WATERPIPED,Households using a piped drinking-water source (%),2003,,,,,0.18104
EQ_WATERPIPED,Households using a piped drinking-water source (%),2008,,,,,0.22172
EQ_SLEPTNETS,Women that slept under a bednet last night (%),2003,6-11 years,Female,,,0.027
EQ_SLEPTNETS,Women that slept under a bednet last night (%),2003,,Female,,,0.028
EQ_SLEPTNETS,Women that slept under a bednet last night (%),2003,,Female,,,0.035
EQ_SLEPTNETS,Women that slept under a bednet last night (%),2003,,Female,,,0.019
EQ_WATERPIPED,Households using a piped drinking-water source (%),2008,12+  years,,,,0.2198
EQ_SLEPTNETS,Women that slept under a bednet last night (%),2008,,Female,,,0.06
EQ_URBPOP,Population living in urban areas (%),1950,,,,,7.8
EQ_URBPOP,Population living in urban areas (%),2000,,,,,34.84
EQ_URBPOP,Population living in urban areas (%),2020,,,,,51.728
EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",1990,,,,,166.7
EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",1990,,,,,125.4
EQ_U5MORT,Under-five mortality per 1 000 live births,1990,,,,,193
EQ_U5MORT,Under-five mortality per 1 000 live births,1990,,,,,209
EQ_U5MORT,Under-five mortality per 1 000 live births,1990,,,,,102
EQ_U5MORT,Under-five mortality per 1 000 live births,2008,,,,,188
EQ_U5MORT,Under-five mortality per 1 000 live births,2011,,,,,157.5
EQ_U5MORT,Under-five mortality per 1 000 live births,2008,,,,,109
EQ_U5MORT,Under-five mortality per 1 000 live births,2007,,,,,152.6
EQ_U5MORT,Under-five mortality per 1 000 live births,2007,,,,,137.8
EQ_INFANTMORT,Infant mortality per 1 000 live births,1990,,,,,73
EQ_U5MORT,Under-five mortality per 1 000 live births,2003,,,,,139
EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",2013,,,,,67.8
EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",2013,,,,,117.8
EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",2008,,,,,49.5
EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",2008,,,,,103
EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",2008,,,,,150
EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",2003,,,,,80.8
EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",2003,,,,,181.1
EQ_ANC,Coverage of antenatal care (4 visits),1990,,,,,88.8
EQ_ANC,Coverage of antenatal care (4 visits),1990,,,,,66.5
EQ_SLEPTNETS,Women that slept under a bednet last night (%),2008,,Female,,,0.11
EQ_U5MORT,Under-five mortality per 1 000 live births,2011,,,,,181.9
EQ_ANC,Coverage of antenatal care (4 visits),2011,,,,,78.3
EQ_ANC,Coverage of antenatal care (4 visits),2013,,,,,76
EQ_ANC,Coverage of antenatal care (4 visits),2013,,,,,51.1
EQ_ANC,Coverage of antenatal care (4 visits),2013,,,,,93.5
EQ_SBA,Coverage of skilled birth attendance,1990,,,,,61.3
EQ_SBA,Coverage of skilled birth attendance,1990,,,,,41.4
EQ_U5MORT,Under-five mortality per 1 000 live births,2013,,,,,89
EQ_U5MORT,Under-five mortality per 1 000 live births,2013,,,,,150
EQ_INFANTMORT,Infant mortality per 1 000 live births,1990,,,,,100
EQ_INFANTMORT,Infant mortality per 1 000 live births,2003,,,,,109
EQ_INFANTMORT,Infant mortality per 1 000 live births,2003,,,,,88
EQ_INFANTMORT,Infant mortality per 1 000 live births,2007,,,,,93
EQ_INFANTMORT,Infant mortality per 1 000 live births,2007,,,,,61
EQ_INFANTMORT,Infant mortality per 1 000 live births,2008,,,,,82
EQ_INFANTMORT,Infant mortality per 1 000 live births,2008,,,,,65
EQ_INFANTMORT,Infant mortality per 1 000 live births,2011,,,,,111.6
EQ_INFANTMORT,Infant mortality per 1 000 live births,2011,,,,,52.7
EQ_ANC,Coverage of antenatal care (4 visits),2008,,,,,85.1
EQ_INFANTMORT,Infant mortality per 1 000 live births,2013,,,,,63
EQ_INFANTMORT,Infant mortality per 1 000 live births,2013,,,,,45
EQ_DTP3,Coverage of DTP3 immunization,1990,,,,,32.9
EQ_DTP3,Coverage of DTP3 immunization,1990,,,,,86.7
EQ_DTP3,Coverage of DTP3 immunization,1990,,,,,50.8
EQ_ANC,Coverage of antenatal care (4 visits),2003,,,,,36.2
EQ_ANC,Coverage of antenatal care (4 visits),2011,,,,,97.4
EQ_ANC,Coverage of antenatal care (4 visits),2003,,,,,83.8
EQ_ANC,Coverage of antenatal care (4 visits),2003,,,,,86
EQ_ANC,Coverage of antenatal care (4 visits),2008,,,,,45.8
EQ_ANC,Coverage of antenatal care (4 visits),2008,,,,,62.4
EQ_SBA,Coverage of skilled birth attendance,1990,,,,,82.8
EQ_SBA,Coverage of skilled birth attendance,2003,,,,,59.4
EQ_SBA,Coverage of skilled birth attendance,2003,,,,,28.6
EQ_MEAIMM,Coverage of measles immunization,1990,,,,,64.9
EQ_MEAIMM,Coverage of measles immunization,1990,,,,,53.5
EQ_MEAIMM,Coverage of measles immunization,1990,,,,,78.9
EQ_MEAIMM,Coverage of measles immunization,2003,,,,,56.6
EQ_MEAIMM,Coverage of measles immunization,2003,,,,,34.4
EQ_MEAIMM,Coverage of measles immunization,2003,,,,,47.9
EQ_MEAIMM,Coverage of measles immunization,2003,,,,,80.2
EQ_SBA,Coverage of skilled birth attendance,2003,,,,,42.9
EQ_SBA,Coverage of skilled birth attendance,2007,,,,,84.4
EQ_SBA,Coverage of skilled birth attendance,2007,,,,,37.7
EQ_DTP3,Coverage of DTP3 immunization,2003,,,,,17.2
EQ_DTP3,Coverage of DTP3 immunization,2003,,,,,62.2
EQ_DTP3,Coverage of DTP3 immunization,2007,,,,,47.5
EQ_DTP3,Coverage of DTP3 immunization,2007,,,,,33.8
EQ_DTP3,Coverage of DTP3 immunization,2007,,,,,49.2
EQ_DTP3,Coverage of DTP3 immunization,2007,,,,,64.2
EQ_DTP3,Coverage of DTP3 immunization,2013,,,,,25.7
EQ_SBA,Coverage of skilled birth attendance,2013,,,,,88.2
EQ_SBA,Coverage of skilled birth attendance,2013,,,,,55
EQ_DTP3,Coverage of DTP3 immunization,2008,,,,,22
EQ_DTP3,Coverage of DTP3 immunization,2008,,,,,55.1
EQ_DTP3,Coverage of DTP3 immunization,2011,,,,,72
EQ_DTP3,Coverage of DTP3 immunization,2011,,,,,35.8
EQ_DTP3,Coverage of DTP3 immunization,2013,,,,,38.8
EQ_HOUSENETS,Households that have a bednet for sleeping (%),2003,,,,,3.6
EQ_DTP3,Coverage of DTP3 immunization,2013,,,,,74.2
EQ_MEAIMM,Coverage of measles immunization,2007,,,,,85.1
EQ_MEAIMM,Coverage of measles immunization,2007,,,,,36.6
EQ_MEAIMM,Coverage of measles immunization,2008,,,,,37.5
EQ_MEAIMM,Coverage of measles immunization,2008,,,,,69.5
EQ_HOUSENETS,Households that have a bednet for sleeping (%),2003,,,,,11.2
EQ_ITN,Households with at least one ITN for sleeping (%),2003,,,,,1.61811
EQ_ITN,Households with at least one ITN for sleeping (%),2003,,,,,1.17233
EQ_ITN,Households with at least one ITN for sleeping (%),2007,,,,,5.43723
EQ_ITN,Households with at least one ITN for sleeping (%),2007,,,,,2.62087
EQ_ITN,Households with at least one ITN for sleeping (%),2007,,,,,10.76391
EQ_HOUSENETS,Households that have a bednet for sleeping (%),2007,,,,,4.7
EQ_MEAIMM,Coverage of measles immunization,2011,,,,,55.6
EQ_MEAIMM,Coverage of measles immunization,2011,,,,,47.3
EQ_MEAIMM,Coverage of measles immunization,2011,,,,,61
EQ_MEAIMM,Coverage of measles immunization,2011,,,,,85.3
EQ_MEAIMM,Coverage of measles immunization,2013,,,,,83.7
EQ_MEAIMM,Coverage of measles immunization,2013,,,,,50.4
EQ_HOUSENETS,Households that have a bednet for sleeping (%),2007,,,,,4
EQ_HOUSENETS,Households that have a bednet for sleeping (%),2007,,,,,5.8
EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),2003,,,,,7.25355
EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),2003,,,,,2.90657
EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),2003,,,,,4.47725
EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),2008,,,,,12.34643
EQ_HOUSENETS,Households that have a bednet for sleeping (%),2008,,,,,17
EQ_HOUSENETS,Households that have a bednet for sleeping (%),2011,,,,,38.5
EQ_HOUSENETS,Households that have a bednet for sleeping (%),2011,,,,,41.5
EQ_HOUSENETS,Households that have a bednet for sleeping (%),2011,,,,,42.1
EQ_HOUSENETS,Households that have a bednet for sleeping (%),2013,,,,,48.2
EQ_HOUSENETS,Households that have a bednet for sleeping (%),2013,,,,,49.7
EQ_HOUSENETS,Households that have a bednet for sleeping (%),2013,,,,,48.6
EQ_ITN,Households with at least one ITN for sleeping (%),2013,,,,,55.23866
EQ_ITN,Households with at least one ITN for sleeping (%),2013,,,,,43.77211
EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),2003,,,,,0.61334
EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),2003,,,,,0.55382
EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),2003,,,,,0.066
EQ_HOUSENETS,Households that have a bednet for sleeping (%),2008,,,,,13.5
EQ_HOUSENETS,Households that have a bednet for sleeping (%),2008,,,,,12
EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),2008,,,,,8.76598
EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),2011,,,,,23.74048
EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),2011,,,,,20.78706
EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),2013,,,,,20.27036
EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),2013,,,,,18.28362
EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),2013,,,,,22.05488
EQ_ITN,Households with at least one ITN for sleeping (%),2007,,,,,13.82043
EQ_ITN,Households with at least one ITN for sleeping (%),2008,,,,,8.57802
EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,1990,,,,,5.2
EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,1990,,,,,15.7
EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,2003,,,,,27.3
EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,2003,,,,,5.6
EQ_ITN,Households with at least one ITN for sleeping (%),2008,,,,,8.21223
EQ_ITN,Households with at least one ITN for sleeping (%),2008,,,,,12.76254
EQ_ITN,Households with at least one ITN for sleeping (%),2011,,,,,27.6164
EQ_ITN,Households with at least one ITN for sleeping (%),2011,,,,,39.10694
EQ_ITN,Households with at least one ITN for sleeping (%),2011,,,,,27.38391
EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),2008,,,,,12.94091
EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),2008,,,,,12.17801
EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),2008,,,,,6.21059
EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),2011,,,,,14.06089
EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),2011,,,,,20.49501
EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),2013,,,,,16.72667
EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),2013,,,,,15.77686
EQ_SBA,Coverage of skilled birth attendance,2008,,,,,27.7
EQ_STUNT,Prevalence of (moderate or severe) stunting in children,1990,,,,,45.6
EQ_STUNT,Prevalence of (moderate or severe) stunting in children,1990,,,,,9
EQ_STUNT,Prevalence of (moderate or severe) stunting in children,1990,,,,,26
EQ_STUNT,Prevalence of (moderate or severe) stunting in children,2003,,,,,32.1
EQ_STUNT,Prevalence of (moderate or severe) stunting in children,2003,,,,,46.2
EQ_SBA,Coverage of skilled birth attendance,2008,,,,,69.9
EQ_SBA,Coverage of skilled birth attendance,2008,,,,,79.3
EQ_SBA,Coverage of skilled birth attendance,2011,,,,,48.7
EQ_SBA,Coverage of skilled birth attendance,2011,,,,,63.5
EQ_SBA,Coverage of skilled birth attendance,2011,,,,,89.3
EQ_U5SLEPTNETS,Children under five who slept under a bednet the previous night (%),2013,,,,,23.09191
EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),2003,,,,,0.3553
EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),2008,,,,,6.86514
EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),2008,,,,,5.69297
EQ_UNDERWEIGHT,Prevalence of (moderate or severe) underweight in children,1990,,,,,17
EQ_UNDERWEIGHT,Prevalence of (moderate or severe) underweight in children,1990,,,,,32.2
EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,2011,,,,,41.4
EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,2011,,,,,24.2
EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,2013,,,,,26.8
EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,2013,,,,,8.2
EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,2013,,,,,41.1
EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),2013,,,,,17.78221
EQ_ITNUNDER5,Children under five who slept under an ITN the previous night (%),2013,,,,,14.87755
EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,2011,,,,,18.4
EQ_UNDERWEIGHT,Prevalence of (moderate or severe) underweight in children,2003,,,,,27
EQ_UNDERWEIGHT,Prevalence of (moderate or severe) underweight in children,2003,,,,,18.3
EQ_UNDERWEIGHT,Prevalence of (moderate or severe) underweight in children,2003,,,,,20.8
EQ_UNDERWEIGHT,Prevalence of (moderate or severe) underweight in children,2008,,,,,23.2
EQ_OVERWEIGHT,Prevalence of (moderate or severe) overweight in children,1990,,,,,1.5
EQ_UNDERWEIGHT,Prevalence of (moderate or severe) underweight in children,2008,,,,,21.7
EQ_UNDERWEIGHT,Prevalence of (moderate or severe) underweight in children,2008,,,,,12.5
EQ_STUNT,Prevalence of (moderate or severe) stunting in children,2003,,,,,35
EQ_STUNT,Prevalence of (moderate or severe) stunting in children,2003,,,,,13.2
EQ_STUNT,Prevalence of (moderate or severe) stunting in children,2008,,,,,45
EQ_STUNT,Prevalence of (moderate or severe) stunting in children,2008,,,,,31.4
EQ_STUNT,Prevalence of (moderate or severe) stunting in children,2011,,,,,18.6
EQ_STUNT,Prevalence of (moderate or severe) stunting in children,2011,,,,,45.6
EQ_STUNT,Prevalence of (moderate or severe) stunting in children,2013,,,,,36.7
EQ_STUNT,Prevalence of (moderate or severe) stunting in children,2013,,,,,43
EQ_STUNT,Prevalence of (moderate or severe) stunting in children,2013,,,,,23.6
EQ_UNDERWEIGHT,Prevalence of (moderate or severe) underweight in children,2003,,,,,24.4
EQ_BMI30,Prevalence of obesity,2003,,Female,,,9.5
EQ_UNDERWEIGHT,Prevalence of (moderate or severe) underweight in children,2013,,,,,22.9
EQ_UNDERWEIGHT,Prevalence of (moderate or severe) underweight in children,2013,,,,,35
EQ_UNDERWEIGHT,Prevalence of (moderate or severe) underweight in children,2013,,,,,11.6
EQ_OVERWEIGHT,Prevalence of (moderate or severe) overweight in children,1990,,,,,2.7
EQ_OVERWEIGHT,Prevalence of (moderate or severe) overweight in children,2003,,,,,5.5
EQ_OVERWEIGHT,Prevalence of (moderate or severe) overweight in children,2003,,,,,5.8
EQ_OVERWEIGHT,Prevalence of (moderate or severe) overweight in children,2003,,,,,7.1
EQ_TOBACCO,Prevalence of current cigarette smoking,2003,,Female,,,0.3
EQ_TOBACCO,Prevalence of current cigarette smoking,2003,,Female,,,0
EQ_OVERWEIGHT,Prevalence of (moderate or severe) overweight in children,2003,,,,,8
EQ_OVERWEIGHT,Prevalence of (moderate or severe) overweight in children,2008,,,,,8.7
EQ_OVERWEIGHT,Prevalence of (moderate or severe) overweight in children,2008,,,,,9.2
EQ_OVERWEIGHT,Prevalence of (moderate or severe) overweight in children,2008,,,,,9.3
EQ_OVERWEIGHT,Prevalence of (moderate or severe) overweight in children,2011,,,,,2
EQ_TOBACCO,Prevalence of current cigarette smoking,2003,,Male,,,6.6
EQ_UNDERWEIGHT,Prevalence of (moderate or severe) underweight in children,2011,,,,,7.4
EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,2007,,,,,17.1
EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,2007,,,,,11.3
EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,2007,,,,,40.3
EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,2007,,,,,39.5
EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,2008,,,,,14.6
EQ_KNHIV,Knowlege about sexual transmission of AIDS,2003,,Male,,,66
EQ_KNHIV,Knowlege about sexual transmission of AIDS,2003,,Male,,,60.5
EQ_KNHIV,Knowlege about sexual transmission of AIDS,2003,,Male,,,71.4
EQ_KNHIV,Knowlege about sexual transmission of AIDS,2008,,Male,,,60.7
EQ_KNHIV,Knowlege about sexual transmission of AIDS,2008,,Male,,,76.4
EQ_KNHIV,Knowlege about sexual transmission of AIDS,2013,,Male,,,77.3
EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,2008,,,,,16
EQ_OVERWEIGHT,Prevalence of (moderate or severe) overweight in children,2011,,,,,3
EQ_KNHIV,Knowlege about sexual transmission of AIDS,2003,,Female,,,64.8
EQ_KNHIV,Knowlege about sexual transmission of AIDS,2003,,Female,,,52
EQ_KNHIV,Knowlege about sexual transmission of AIDS,2007,,Female,,,34.4
EQ_KNHIV,Knowlege about sexual transmission of AIDS,2007,,Female,,,53.6
EQ_KNHIV,Knowlege about sexual transmission of AIDS,2007,,Female,,,56
EQ_KNHIV,Knowlege about sexual transmission of AIDS,2008,,Female,,,48.3
EQ_OVERWEIGHT,Prevalence of (moderate or severe) overweight in children,2013,,,,,4.3
EQ_CONTRACEPTIVE,Contraceptive prevalence rate among women married or in union,2008,,,,,36.1
EQ_UNDERWEIGHT,Prevalence of (moderate or severe) underweight in children,2011,,,,,22.4
EQ_OVERWEIGHT,Prevalence of (moderate or severe) overweight in children,2013,,,,,2.4
EQ_BMI30,Prevalence of obesity,2003,,Female,,,16.5
EQ_BMI30,Prevalence of obesity,2008,,Female,,,7.6
EQ_BMI30,Prevalence of obesity,2008,,Female,,,4.2
EQ_BMI30,Prevalence of obesity,2008,,Female,,,8.3
EQ_BMI30,Prevalence of obesity,2013,,Female,,,4.4
EQ_BMI30,Prevalence of obesity,2013,,Female,,,8.7
EQ_BMI30,Prevalence of obesity,2003,,Female,,,8.5
EQ_KNHIV,Knowlege about sexual transmission of AIDS,2013,,Female,,,48.1
EQ_TOBACCO,Prevalence of current cigarette smoking,2003,,Female,,,0
EQ_TOBACCO,Prevalence of current cigarette smoking,2008,,Female,,,0.3
EQ_TOBACCO,Prevalence of current cigarette smoking,2008,,Female,,,0.1
EQ_TOBACCO,Prevalence of current cigarette smoking,2013,,Female,,,0.2
EQ_TOBACCO,Prevalence of current cigarette smoking,2013,,Female,,,0.2
EQ_SOLIDFUELS,Households that use solid fuels for cooking (%),2003,,,,,100
EQ_SOLIDFUELS,Households that use solid fuels for cooking (%),2003,,,,,70.3
EQ_SOLIDFUELS,Households that use solid fuels for cooking (%),2007,,,,,31.9
EQ_SOLIDFUELS,Households that use solid fuels for cooking (%),2007,,,,,98.4
EQ_KNHIV,Knowlege about sexual transmission of AIDS,2008,,Female,,,59.3
EQ_KNHIV,Knowlege about sexual transmission of AIDS,2008,,Female,,,59
EQ_KNHIV,Knowlege about sexual transmission of AIDS,2011,,Female,,,68.9
EQ_KNHIV,Knowlege about sexual transmission of AIDS,2011,,Female,,,57.4
EQ_KNHIV,Knowlege about sexual transmission of AIDS,2013,,Female,,,64.3
EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),2003,,,,,14.7
EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),2003,,,,,2.9
EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),2007,,,,,1.1
EQ_TOBACCO,Prevalence of current cigarette smoking,2003,,Male,,,8.3
EQ_TOBACCO,Prevalence of current cigarette smoking,2003,,Male,,,3.9
EQ_TOBACCO,Prevalence of current cigarette smoking,2008,,Male,,,9.8
EQ_TOBACCO,Prevalence of current cigarette smoking,2008,,Male,,,9.6
EQ_TOBACCO,Prevalence of current cigarette smoking,2013,,Male,,,6.3
